Nome_da_Empresa,Status_do_Foguete,Custo_da_Missao,Status_da_Missao,Pais,Estado_Regiao,Ano,Mes,Dia,Hora,Modelo_Foguete,Carga_Util,Pais_Mapa,Status_da_Missao_Num,Status_do_Foguete_Num,Alvo_Sucesso,Empresa_Cod,Pais_Cod,Probabilidade_Sucesso,Probabilidade_Falha,Previsao_IA_Status
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1964,6.0,23.0,10.0,Vostok-2,Cosmos 33,Kazakhstan,3,0,1,40.0,9.0,0.44277180244678155,0.5572281975532182,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1964,6.0,10.0,11.0,Vostok-2,Cosmos 32,Kazakhstan,3,0,1,40.0,9.0,0.4275068999823743,0.5724931000176252,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1964,6.0,6.0,6.0,Cosmos-2I (63S1),Cosmos 31,Russia,3,0,1,40.0,13.0,0.593869040466817,0.4061309595331832,1
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1964,6.0,4.0,4.0,Molniya,Molniya-1 n†­1,Kazakhstan,0,0,0,40.0,9.0,0.335569215239296,0.6644307847607037,0
NASA,StatusRetired,450.0,Success,USA,Florida,1964,5.0,28.0,17.0,Saturn I,A-101,United States,3,0,1,35.0,16.0,0.8177253213479829,0.18227467865201671,1
General Dynamics,StatusRetired,150.0,Success,USA,California,1964,5.0,19.0,19.0,Atlas-LV3 Agena-D,KH-7 Gambit 4008,United States,3,0,1,17.0,16.0,0.3775763575224556,0.6224236424775446,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1964,5.0,18.0,9.0,Voskhod,Cosmos 30,Kazakhstan,3,0,1,40.0,9.0,0.3820014872806816,0.6179985127193182,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1964,4.0,25.0,10.0,Vostok-2,Cosmos 29,Kazakhstan,3,0,1,40.0,9.0,0.39757214289575393,0.6024278571042457,0
General Dynamics,StatusRetired,150.0,Success,USA,California,1964,4.0,23.0,16.0,Atlas-LV3 Agena-D,KH-7 Gambit 4007,United States,3,0,1,17.0,16.0,0.3898329593358406,0.6101670406641594,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1964,4.0,20.0,8.0,Molniya,E-6 n†­5 (Luna 5),Kazakhstan,0,0,0,40.0,9.0,0.3318004480066238,0.668199551993376,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1964,4.0,12.0,9.0,Poliot,Poliot-2,Kazakhstan,3,0,1,40.0,9.0,0.3536591809513626,0.6463408190486372,0
NASA,StatusRetired,450.0,Success,USA,Florida,1964,4.0,8.0,16.0,Titan II GLV,Gemini 1,United States,3,0,1,35.0,16.0,0.7917969394183803,0.20820306058161922,1
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1964,4.0,4.0,9.0,Vostok-2,Cosmos 28,Kazakhstan,3,0,1,40.0,9.0,0.3536591809513626,0.6463408190486372,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1964,4.0,2.0,2.0,Molniya,Zond 1,Kazakhstan,3,0,1,40.0,9.0,0.3302020525979424,0.669797947402057,0
RVSN USSR,StatusRetired,150.0,Partial Failure,Kazakhstan,Baikonur Cosmodrome,1964,3.0,27.0,3.0,Molniya,Cosmos 27,Kazakhstan,2,0,0,40.0,9.0,0.20304559273094167,0.7969544072690579,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1964,3.0,21.0,8.0,Molniya,E-6 n†­6,Kazakhstan,0,0,0,40.0,9.0,0.26895470893255563,0.7310452910674441,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1964,3.0,18.0,15.0,Cosmos-2I (63S1),Cosmos 26,Russia,3,0,1,40.0,13.0,0.5595820866082766,0.4404179133917234,1
General Dynamics,StatusRetired,150.0,Success,USA,California,1964,3.0,11.0,20.0,Atlas-LV3 Agena-D,KH-7 Gambit 4006,United States,3,0,1,17.0,16.0,0.4737334019409026,0.5262665980590975,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1964,2.0,27.0,13.0,Cosmos-2I (63S1),Cosmos 25,Russia,3,0,1,40.0,13.0,0.44592370629769446,0.5540762937023058,0
General Dynamics,StatusRetired,150.0,Success,USA,California,1964,2.0,25.0,18.0,Atlas-LV3 Agena-D,KH-7 Gambit 4005,United States,3,0,1,17.0,16.0,0.5167546855475229,0.483245314452477,1
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1964,2.0,19.0,5.0,Molniya,3MV-1 n†­2 (Zond 1),Kazakhstan,0,0,0,40.0,9.0,0.19205689634586307,0.8079431036541361,0
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1964,1.0,30.0,15.0,Atlas-LV3 Agena-B,Ranger 6,United States,3,0,1,17.0,16.0,0.48880902638155077,0.5111909736184493,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1964,1.0,30.0,9.0,Vostok,Elektron 1 & 2,Kazakhstan,3,0,1,40.0,9.0,0.23477095286222843,0.7652290471377712,0
NASA,StatusRetired,450.0,Success,USA,Florida,1964,1.0,29.0,16.0,Saturn I,SA-5,United States,3,0,1,35.0,16.0,0.8092677288291997,0.1907322711708002,1
NASA,StatusRetired,450.0,Success,USA,California,1963,12.0,19.0,18.0,Scout X-4,Explorer 19 (AD-A),United States,3,0,1,35.0,16.0,0.8572977845173668,0.1427022154826332,1
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1963,12.0,19.0,9.0,Vostok-2,Cosmos 24,Kazakhstan,3,0,1,40.0,9.0,0.7049788331207885,0.29502116687921104,1
General Dynamics,StatusRetired,150.0,Success,USA,California,1963,12.0,18.0,21.0,Atlas-LV3 Agena-D,KH-7 Gambit 4004,United States,3,0,1,17.0,16.0,0.6810103619734307,0.3189896380265695,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1963,12.0,13.0,14.0,Cosmos-2I (63S1),Cosmos 23,Russia,3,0,1,40.0,13.0,0.6053832418051864,0.3946167581948136,1
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1963,11.0,28.0,9.0,Vostok-2,Zenit-2 n†­14,Kazakhstan,0,0,0,40.0,9.0,0.4097634318156159,0.5902365681843843,0
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1963,11.0,27.0,19.0,Atlas-LV3C Centaur-B,AC-2 (Test Vehicle),United States,3,0,1,17.0,16.0,0.4953537681529494,0.5046462318470505,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1963,11.0,16.0,10.0,Voskhod,Cosmos 22,Kazakhstan,3,0,1,40.0,9.0,0.43257535245063167,0.5674246475493684,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1963,11.0,11.0,6.0,Molniya,Cosmos 21,Kazakhstan,3,0,1,40.0,9.0,0.42952571487181873,0.5704742851281812,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1963,11.0,1.0,8.0,Poliot,Poliot-1,Kazakhstan,3,0,1,40.0,9.0,0.41993036098346276,0.5800696390165373,0
General Dynamics,StatusRetired,150.0,Success,USA,California,1963,10.0,25.0,18.0,Atlas-LV3 Agena-D,KH-7 Gambit 4003,United States,3,0,1,17.0,16.0,0.5193162868614042,0.48068371313859587,1
RVSN USSR,StatusRetired,150.0,Failure,Russia,Kapustin Yar,1963,10.0,24.0,4.0,Cosmos-2I (63S1),DS-A1 #4,Russia,0,0,0,40.0,13.0,0.5311059974750042,0.4688940025249958,1
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1963,10.0,18.0,9.0,Vostok-2,Cosmos 20,Kazakhstan,3,0,1,40.0,9.0,0.37798970969484635,0.622010290305154,0
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1963,10.0,17.0,2.0,Atlas-LV3 Agena-D,Vela 1A/1B,United States,3,0,1,17.0,16.0,0.5342818749830213,0.46571812501697885,1
US Air Force,StatusRetired,59.0,Failure,USA,California,1963,9.0,27.0,11.0,Scout X-2B,DSAP-1 F5 (Program 35),United States,0,0,0,49.0,16.0,0.5334768481362162,0.4665231518637835,1
General Dynamics,StatusRetired,150.0,Success,USA,California,1963,9.0,6.0,19.0,Atlas-LV3 Agena-D,KH-7 Gambit 4002,United States,3,0,1,17.0,16.0,0.5015129383632317,0.4984870616367682,1
RVSN USSR,StatusRetired,150.0,Failure,Russia,Kapustin Yar,1963,8.0,22.0,6.0,Cosmos-2I (63S1),DS-A1 #3,Russia,0,0,0,40.0,13.0,0.5521728836882168,0.4478271163117833,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1963,8.0,6.0,6.0,Cosmos-2I (63S1),Cosmos 19,Russia,3,0,1,40.0,13.0,0.5521728836882168,0.4478271163117833,1
General Dynamics,StatusRetired,150.0,Success,USA,California,1963,7.0,19.0,3.0,Atlas-LV3 Agena-B,Midas 9,United States,3,0,1,17.0,16.0,0.3429523767140096,0.6570476232859905,0
General Dynamics,StatusRetired,150.0,Success,USA,California,1963,7.0,12.0,20.0,Atlas-LV3 Agena-D,KH-7 Gambit 4001,United States,3,0,1,17.0,16.0,0.376540958990465,0.623459041009535,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1963,7.0,10.0,10.0,Vostok-2,Zenit-2 n†­12,Kazakhstan,0,0,0,40.0,9.0,0.42395725067879514,0.5760427493212047,0
US Air Force,StatusRetired,59.0,Success,USA,California,1963,6.0,28.0,21.0,Scout X-4,CRL-1 (GRS),United States,3,0,1,49.0,16.0,0.6235244342935164,0.37647556570648344,1
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1963,6.0,16.0,9.0,Vostok,Vostok 6,Kazakhstan,3,0,1,40.0,9.0,0.3784940610451073,0.6215059389548926,0
US Air Force,StatusRetired,59.0,Success,USA,California,1963,6.0,16.0,1.0,Scout X-3,Transit-5A 3,United States,3,0,1,49.0,16.0,0.7573182339710676,0.24268176602893235,1
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1963,6.0,14.0,11.0,Vostok,Vostok 5,Kazakhstan,3,0,1,40.0,9.0,0.40137056914517266,0.5986294308548271,0
General Dynamics,StatusRetired,150.0,Failure,USA,California,1963,1.0,,11.0,Atlas-LV3 Agena-B,Midas 8,United States,0,0,0,17.0,16.0,0.22781867240338077,0.7721813275966194,0
RVSN USSR,StatusRetired,150.0,Failure,Russia,Kapustin Yar,1963,1.0,,11.0,Cosmos-2I (63S1),DS-MT #1,Russia,0,0,0,40.0,13.0,0.17077860115708576,0.8292213988429147,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1963,5.0,24.0,10.0,Vostok-2,Cosmos 18,Kazakhstan,3,0,1,40.0,9.0,0.40589820233544327,0.5941017976645567,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1963,5.0,22.0,3.0,Cosmos-2I (63S1),Cosmos 17,Russia,3,0,1,40.0,13.0,0.5133008651233318,0.48669913487666816,1
NASA,StatusRetired,450.0,Success,USA,Florida,1963,5.0,15.0,13.0,Atlas-D Mercury,Faith 7 (MA-9),United States,3,0,1,35.0,16.0,0.6875498987714209,0.31245010122857875,1
General Dynamics,StatusRetired,150.0,Success,USA,California,1963,5.0,9.0,20.0,Atlas-LV3 Agena-B,Midas 7,United States,3,0,1,17.0,16.0,0.39023455368441945,0.6097654463155806,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1963,4.0,28.0,8.0,Vostok-2,Cosmos 16,Kazakhstan,3,0,1,40.0,9.0,0.3216211306063487,0.6783788693936513,0
US Air Force,StatusRetired,59.0,Failure,USA,California,1963,1.0,,11.0,Scout X-2M,DSAP-1 F4 (Program 35),United States,0,0,0,49.0,16.0,0.17495914297262774,0.8250408570273722,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1963,4.0,22.0,8.0,Vostok-2,Cosmos 15,Kazakhstan,3,0,1,40.0,9.0,0.3216211306063487,0.6783788693936513,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1963,4.0,13.0,11.0,Cosmos-2I (63S1),Cosmos 14,Russia,3,0,1,40.0,13.0,0.44559180681419636,0.5544081931858038,0
RVSN USSR,StatusRetired,150.0,Failure,Russia,Kapustin Yar,1963,4.0,6.0,3.0,Cosmos-2I (63S1),DS-P1 #2,Russia,0,0,0,40.0,13.0,0.4560114180189773,0.5439885819810228,0
US Air Force,StatusRetired,59.0,Failure,USA,California,1963,4.0,5.0,3.0,Scout X-3,Transit-5A 2,United States,0,0,0,49.0,16.0,0.5887867499529172,0.4112132500470827,1
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1963,4.0,2.0,8.0,Molniya,Luna 4,Kazakhstan,3,0,1,40.0,9.0,0.3216211306063487,0.6783788693936513,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1963,3.0,21.0,8.0,Vostok-2,Cosmos 13,Kazakhstan,3,0,1,40.0,9.0,0.2595412536680504,0.7404587463319494,0
US Air Force,StatusRetired,59.0,Success,USA,California,1963,2.0,19.0,16.0,Scout X-3M,DSAP-1 F3 (Program 35),United States,3,0,1,49.0,16.0,0.4651351862747454,0.5348648137252545,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1963,2.0,3.0,9.0,Molniya,E-6 n†­2 (Luna 4),Kazakhstan,0,0,0,40.0,9.0,0.20107285877202447,0.7989271412279753,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1963,1.0,4.0,8.0,Molniya,E-6 n†­1 (Luna 4),Kazakhstan,0,0,0,40.0,9.0,0.17268292857514211,0.8273170714248573,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1962,12.0,22.0,9.0,Vostok-2,Cosmos 12,Kazakhstan,3,0,1,40.0,9.0,0.6909203757880251,0.30907962421197455,1
US Air Force,StatusRetired,59.0,Success,USA,California,1962,12.0,19.0,1.0,Scout X-3,Transit-5A 1,United States,3,0,1,49.0,16.0,0.9308544753101438,0.06914552468985606,1
General Dynamics,StatusRetired,59.0,Failure,USA,California,1962,12.0,17.0,20.0,Atlas-LV3 Agena-B,Midas 6,United States,0,0,0,17.0,16.0,0.3749176182228484,0.6250823817771515,0
NASA,StatusRetired,450.0,Success,USA,Virginia,1962,12.0,16.0,14.0,Scout X-3,Explorer 16 (S-55B),United States,3,0,1,35.0,16.0,0.8159448341340857,0.1840551658659143,1
US Air Force,StatusRetired,59.0,Success,USA,California,1962,12.0,14.0,21.0,Thor DM-21 Agena-D,FTV 1156,United States,3,0,1,49.0,16.0,0.9012817707882987,0.09871822921170118,1
US Air Force,StatusRetired,59.0,Success,USA,Florida,1962,12.0,13.0,23.0,Delta B,Relay 1,United States,3,0,1,49.0,16.0,0.9294532297005221,0.07054677029947778,1
US Air Force,StatusRetired,59.0,Success,USA,California,1962,12.0,13.0,4.0,Thor DM-21 Agena-D,Injun 3 & Others,United States,3,0,1,49.0,16.0,0.911672276705022,0.08832772329497793,1
US Air Force,StatusRetired,59.0,Success,USA,California,1962,12.0,4.0,21.0,Thor DM-21 Agena-D,FTV 1155,United States,3,0,1,49.0,16.0,0.9012817707882987,0.09871822921170118,1
US Air Force,StatusRetired,59.0,Success,USA,California,1962,11.0,24.0,22.0,Thor DM-21 Agena-B,FTV 1135,United States,3,0,1,49.0,16.0,0.8006991913040511,0.1993008086959487,1
General Dynamics,StatusRetired,59.0,Success,USA,California,1962,11.0,11.0,20.0,Atlas-LV3 Agena-B,Samos 11,United States,3,0,1,17.0,16.0,0.5453876141005953,0.45461238589940467,1
US Air Force,StatusRetired,59.0,Success,USA,California,1962,11.0,5.0,22.0,Thor DM-21 Agena-B,FTV 1136,United States,3,0,1,49.0,16.0,0.8006991913040511,0.1993008086959487,1
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1962,11.0,4.0,15.0,Molniya,2MV-3 n†­1 (Mars 2),Kazakhstan,0,0,0,40.0,9.0,0.31499326111423886,0.6850067388857612,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1962,11.0,1.0,16.0,Molniya,Mars 1,Kazakhstan,3,0,1,40.0,9.0,0.34621476451970534,0.6537852354802951,0
US Air Force,StatusRetired,59.0,Success,USA,Florida,1962,10.0,31.0,8.0,Thor-DM21 Ablestar,ANNA 1B,United States,3,0,1,49.0,16.0,0.7164388238514622,0.2835611761485378,1
US Air Force,StatusRetired,59.0,Success,USA,Florida,1962,10.0,27.0,23.0,Delta A,Explorer 15,United States,3,0,1,49.0,16.0,0.870693410836811,0.12930658916318877,1
US Air Force,StatusRetired,59.0,Success,USA,California,1962,10.0,26.0,16.0,Thor DM-21 Agena-D,STARAD,United States,3,0,1,49.0,16.0,0.6684051638784076,0.3315948361215921,1
RVSN USSR,StatusRetired,150.0,Failure,Russia,Kapustin Yar,1962,10.0,25.0,7.0,Cosmos-2I (63S1),1MS #2,Russia,0,0,0,40.0,13.0,0.4767665834564053,0.5232334165435948,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1962,10.0,24.0,17.0,Molniya,2MV-4 n†­1 (Mars 1),Kazakhstan,0,0,0,40.0,9.0,0.2854105460230929,0.7145894539769077,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1962,10.0,20.0,4.0,Cosmos-2I (63S1),Cosmos 11,Russia,3,0,1,40.0,13.0,0.5603335807027152,0.43966641929728467,1
General Dynamics,StatusRetired,59.0,Success,USA,Florida,1962,10.0,18.0,16.0,Atlas-LV3 Agena-B,Ranger 5,United States,3,0,1,17.0,16.0,0.526069879486586,0.473930120513414,1
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1962,10.0,17.0,9.0,Vostok-2,Cosmos 10,Kazakhstan,3,0,1,40.0,9.0,0.38006518955181434,0.6199348104481862,0
US Air Force,StatusRetired,59.0,Success,USA,California,1962,10.0,9.0,18.0,Thor DM-21 Agena-B,FTV 1134,United States,3,0,1,49.0,16.0,0.7308096175013901,0.2691903824986098,1
NASA,StatusRetired,450.0,Success,USA,Florida,1962,10.0,3.0,9.0,Atlas-D Mercury,Sigma 7 (MA-8),United States,3,0,1,35.0,16.0,0.6166707843532817,0.3833292156467182,1
US Air Force,StatusRetired,59.0,Success,USA,Florida,1962,10.0,2.0,22.0,Delta A,Explorer 14,United States,3,0,1,49.0,16.0,0.7963847056915953,0.20361529430840467,1
US Air Force,StatusRetired,59.0,Success,USA,California,1962,9.0,29.0,23.0,Thor DM-21 Agena-D,FTV 1154,United States,3,0,1,49.0,16.0,0.8581052408918307,0.14189475910816934,1
US Air Force,StatusRetired,59.0,Success,USA,California,1962,9.0,29.0,6.0,Thor DM-21 Agena-B,Alouette 1 & TAVE,United States,3,0,1,49.0,16.0,0.771218517541266,0.22878148245873395,1
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1962,9.0,27.0,9.0,Vostok-2,Cosmos 9,Kazakhstan,3,0,1,40.0,9.0,0.3849330839280154,0.615066916071985,0
US Air Force,StatusRetired,59.0,Success,USA,Florida,1962,9.0,18.0,8.0,Thor DM-19 Delta,TIROS-6,United States,3,0,1,49.0,16.0,0.7015453437354014,0.2984546562645986,1
US Air Force,StatusRetired,59.0,Success,USA,California,1962,9.0,17.0,23.0,Thor DM-21 Agena-B,FTV 1133 & ERS-2,United States,3,0,1,49.0,16.0,0.8581052408918307,0.14189475910816934,1
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1962,9.0,12.0,0.0,Molniya,2MV-2 n†­1 (Venera 2),Kazakhstan,0,0,0,40.0,9.0,0.16625890518331887,0.833741094816681,0
US Air Force,StatusRetired,59.0,Success,USA,California,1962,9.0,1.0,20.0,Thor DM-21 Agena-B,FTV 1132,United States,3,0,1,49.0,16.0,0.7134622546620609,0.2865377453379392,1
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1962,9.0,1.0,2.0,Molniya,2MV-1 n†­2 (Venera 2),Kazakhstan,0,0,0,40.0,9.0,0.20997721890962476,0.790022781090375,0
US Air Force,StatusRetired,59.0,Success,USA,California,1962,8.0,29.0,1.0,Thor DM-21 Agena-D,FTV 1153,United States,3,0,1,49.0,16.0,0.8510323303669037,0.148967669633096,1
General Dynamics,StatusRetired,59.0,Success,USA,Florida,1962,8.0,27.0,6.0,Atlas-LV3 Agena-B,Mariner 2,United States,3,0,1,17.0,16.0,0.6345531040625428,0.365446895937457,1
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1962,8.0,25.0,2.0,Molniya,2MV-1 n†­1 (Venera 2),Kazakhstan,0,0,0,40.0,9.0,0.24823506587072383,0.7517649341292763,0
US Air Force,StatusRetired,59.0,Success,USA,California,1962,8.0,23.0,11.0,Scout X-2M,DSAP-1 F2 (Program 35),United States,3,0,1,49.0,16.0,0.6336792489120523,0.36632075108794754,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1962,8.0,18.0,15.0,Cosmos-2I (63S1),Cosmos 8,Russia,3,0,1,40.0,13.0,0.5954683705383433,0.4045316294616565,1
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1962,8.0,12.0,8.0,Vostok,Vostok 4,Kazakhstan,3,0,1,40.0,9.0,0.4302930435302059,0.5697069564697944,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1962,8.0,11.0,8.0,Vostok,Vostok 3,Kazakhstan,3,0,1,40.0,9.0,0.4302930435302059,0.5697069564697944,0
General Dynamics,StatusRetired,59.0,Success,USA,California,1962,8.0,5.0,17.0,Atlas-LV3 Agena-B,Samos 10,United States,3,0,1,17.0,16.0,0.5356637291524856,0.4643362708475143,1
US Air Force,StatusRetired,59.0,Success,USA,California,1962,8.0,2.0,0.0,Thor DM-21 Agena-D,FTV 1152,United States,3,0,1,49.0,16.0,0.8963645137317447,0.10363548626825496,1
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1962,7.0,28.0,9.0,Vostok-2,Cosmos 7,Kazakhstan,3,0,1,40.0,9.0,0.39699018233362493,0.6030098176663753,0
US Air Force,StatusRetired,59.0,Success,USA,California,1962,7.0,28.0,0.0,Thor DM-21 Agena-B,FTV 1131,United States,3,0,1,49.0,16.0,0.9081245941462875,0.0918754058537123,1
General Dynamics,StatusRetired,59.0,Failure,USA,Florida,1962,7.0,22.0,9.0,Atlas-LV3 Agena-B,Mariner 1,United States,0,0,0,17.0,16.0,0.43591947646986473,0.5640805235301354,0
US Air Force,StatusRetired,59.0,Success,USA,California,1962,7.0,21.0,0.0,Thor DM-21 Agena-B,FTV 1130,United States,3,0,1,49.0,16.0,0.9081245941462875,0.0918754058537123,1
General Dynamics,StatusRetired,59.0,Success,USA,California,1962,7.0,18.0,20.0,Atlas-LV3 Agena-B,Samos 9,United States,3,0,1,17.0,16.0,0.46579293657143656,0.5342070634285635,0
US Air Force,StatusRetired,59.0,Success,USA,Florida,1962,7.0,10.0,8.0,Thor DM-19 Delta,Telstar 1,United States,3,0,1,49.0,16.0,0.6789769187573046,0.32102308124269524,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1962,6.0,30.0,16.0,Cosmos-2I (63S1),Cosmos 6,Russia,3,0,1,40.0,13.0,0.650648680159463,0.34935131984053686,1
US Air Force,StatusRetired,59.0,Success,USA,California,1962,6.0,28.0,1.0,Thor DM-21 Agena-D,FTV 1151,United States,3,0,1,49.0,16.0,0.8415540604691872,0.15844593953081254,1
US Air Force,StatusRetired,59.0,Success,USA,California,1962,6.0,23.0,0.0,Thor DM-21 Agena-B,FTV 1129,United States,3,0,1,49.0,16.0,0.9215298796329289,0.07847012036707088,1
US Air Force,StatusRetired,59.0,Success,USA,Florida,1962,6.0,19.0,12.0,Thor DM-19 Delta,TIROS-5,United States,3,0,1,49.0,16.0,0.5834611677207423,0.41653883227925764,1
US Air Force,StatusRetired,59.0,Success,USA,California,1962,6.0,18.0,20.0,Thor DM-21 Agena-B,FTV 2312,United States,3,0,1,49.0,16.0,0.6575255848755455,0.3424744151244542,1
General Dynamics,StatusRetired,59.0,Success,USA,California,1962,6.0,17.0,18.0,Atlas-LV3 Agena-B,Samos 8,United States,3,0,1,17.0,16.0,0.48381737132090713,0.5161826286790929,0
US Air Force,StatusRetired,59.0,Success,USA,California,1962,6.0,2.0,0.0,Thor-DM18 Agena-A,FTV 1127 & Oscar 2,United States,3,0,1,49.0,16.0,0.9215298796329289,0.07847012036707088,1
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1962,6.0,1.0,9.0,Vostok-2,Zenit-2 n†­3,Kazakhstan,0,0,0,40.0,9.0,0.38170353867527057,0.6182964613247295,0
US Air Force,StatusRetired,59.0,Success,USA,California,1962,5.0,30.0,1.0,Thor DM-21 Agena-B,FTV 1128,United States,3,0,1,49.0,16.0,0.810091497826713,0.1899085021732868,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1962,5.0,28.0,3.0,Cosmos-2I (63S1),Cosmos 5,Russia,3,0,1,40.0,13.0,0.5800930621705284,0.4199069378294717,1
NASA,StatusRetired,450.0,Success,USA,Florida,1962,5.0,24.0,12.0,Atlas-D Mercury,Aurora 7 (MA-7),United States,3,0,1,35.0,16.0,0.6809323693957728,0.3190676306042269,1
US Air Force,StatusRetired,59.0,Failure,USA,California,1962,1.0,,11.0,Scout X-2M,DSAP-1 F1 (Program 35),United States,0,0,0,49.0,16.0,0.21716669093745225,0.7828333090625477,0
US Air Force,StatusRetired,59.0,Success,USA,California,1962,5.0,15.0,19.0,Thor DM-21 Agena-B,FTV 1126,United States,3,0,1,49.0,16.0,0.6327915059919609,0.36720849400803884,1
US Air Force,StatusRetired,59.0,Failure,USA,Florida,1962,5.0,10.0,12.0,Thor-DM21 Ablestar,ANNA 1A,United States,0,0,0,49.0,16.0,0.5293190646314863,0.4706809353685136,1
General Dynamics,StatusRetired,59.0,Failure,USA,Florida,1962,5.0,8.0,19.0,Atlas-LV3C Centaur-A,AC-1 (Test Vehicle),United States,0,0,0,17.0,16.0,0.34780652711737825,0.6521934728826222,0
US Air Force,StatusRetired,59.0,Success,USA,California,1962,4.0,29.0,0.0,Thor DM-21 Agena-B,FTV 1125,United States,3,0,1,49.0,16.0,0.9162843362275618,0.08371566377243785,1
General Dynamics,StatusRetired,59.0,Success,USA,California,1962,4.0,26.0,18.0,Atlas-LV3 Agena-B,Samos 7,United States,3,0,1,17.0,16.0,0.43529733143589555,0.5647026685641046,0
US Air Force,StatusRetired,59.0,Success,USA,Florida,1962,4.0,26.0,18.0,Thor DM-19 Delta,Ariel 1,United States,3,0,1,49.0,16.0,0.6845151524175791,0.3154848475824207,1
