Nome_da_Empresa,Status_do_Foguete,Custo_da_Missao,Status_da_Missao,Pais,Estado_Regiao,Ano,Mes,Dia,Hora,Modelo_Foguete,Carga_Util,Pais_Mapa,Status_da_Missao_Num,Status_do_Foguete_Num,Alvo_Sucesso,Empresa_Cod,Pais_Cod,Probabilidade_Sucesso,Probabilidade_Falha,Previsao_IA_Status
SpaceX,StatusActive,50.0,Success,USA,Florida,2020,8.0,7.0,5.0,Falcon 9 Block 5,Starlink V1 L9 & BlackSky,United States,3,1,1,46.0,16.0,0.9423166940777854,0.0576833059222148,1
CASC,StatusActive,29.75,Success,China,Jiuquan Satellite Launch Center,2020,8.0,6.0,4.0,Long March 2D,Gaofen-9 04 & Q-SAT,China,3,1,1,7.0,2.0,0.7929756893140898,0.20702431068591004,1
SpaceX,StatusActive,56.5,Success,USA,Texas,2020,8.0,4.0,23.0,Starship Prototype,150 Meter Hop,United States,3,1,1,46.0,16.0,0.9558342214221047,0.0441657785778956,1
Roscosmos,StatusActive,65.0,Success,Kazakhstan,Baikonur Cosmodrome,2020,7.0,30.0,21.0,Proton-M/Briz-M,Ekspress-80 & Ekspress-103,Kazakhstan,3,1,1,42.0,9.0,0.929818439826272,0.07018156017372822,1
ULA,StatusActive,145.0,Success,USA,Florida,2020,7.0,30.0,11.0,Atlas V 541,Perseverance,United States,3,1,1,48.0,16.0,0.9357310463334333,0.06426895366656696,1
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2020,7.0,25.0,3.0,Long March 4B,"Ziyuan-3 03, Apocalypse-10 & NJU-HKU 1",China,3,1,1,7.0,2.0,0.9002091310973337,0.09979086890266642,1
Roscosmos,StatusActive,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2020,7.0,23.0,14.0,Soyuz 2.1a,Progress MS-15,Kazakhstan,3,1,1,42.0,9.0,0.7884143681191277,0.21158563188087215,1
CASC,StatusActive,30.8,Success,China,Wenchang Satellite Launch Center,2020,7.0,23.0,4.0,Long March 5,Tianwen-1,China,3,1,1,7.0,2.0,0.7647975439860115,0.23520245601398831,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2020,7.0,20.0,21.0,Falcon 9 Block 5,ANASIS-II,United States,3,1,1,46.0,16.0,0.9486093533565012,0.051390646643498974,1
JAXA,StatusActive,90.0,Success,Japan,Tanegashima Space Center,2020,7.0,19.0,21.0,H-IIA 202,Hope Mars Mission,Japan,3,1,1,24.0,8.0,0.8481796385623923,0.15182036143760794,1
Northrop,StatusActive,46.0,Success,USA,Virginia,2020,7.0,15.0,13.0,Minotaur IV,NROL-129,United States,3,1,1,36.0,16.0,0.6045745307525848,0.3954254692474152,1
ExPace,StatusActive,28.3,Failure,China,Jiuquan Satellite Launch Center,2020,7.0,10.0,4.0,Kuaizhou 11,"Jilin-1 02E, CentiSpace-1 S2",China,0,1,0,15.0,2.0,0.4516919374535948,0.5483080625464053,0
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2020,7.0,9.0,12.0,Long March 3B/E,Apstar-6D,China,3,1,1,7.0,2.0,0.41298886200307455,0.5870111379969256,0
IAI,StatusActive,48.5,Success,Israel,Palmachim Airbase,2020,7.0,6.0,1.0,Shavit-2,Ofek-16,Israel,3,1,1,18.0,7.0,0.7676145375088927,0.23238546249110723,1
CASC,StatusActive,29.75,Success,China,Jiuquan Satellite Launch Center,2020,7.0,4.0,23.0,Long March 2D,Shiyan-6 02,China,3,1,1,7.0,2.0,0.7615325577840636,0.23846744221593638,1
Rocket Lab,StatusActive,7.5,Failure,New Zealand,M?hia Peninsula,2020,7.0,4.0,21.0,Electron/Curie,Pics Or It Didn??¦t Happen,New Zealand,0,1,0,41.0,11.0,0.832896725721098,0.16710327427890256,1
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2020,7.0,3.0,3.0,Long March 4B,Gaofen Duomo & BY-02,China,3,1,1,7.0,2.0,0.9002091310973337,0.09979086890266642,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2020,6.0,30.0,20.0,Falcon 9 Block 5,GPS III SV03,United States,3,1,1,46.0,16.0,0.952919245926198,0.04708075407380217,1
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2020,6.0,23.0,1.0,Long March 3B/E,Beidou-3 G3,China,3,1,1,7.0,2.0,0.8404592937220452,0.15954070627795464,1
CASC,StatusActive,29.75,Success,China,Jiuquan Satellite Launch Center,2020,6.0,17.0,7.0,Long March 2D,"Gaofen-9 03, Pixing III A & HEAD-5",China,3,1,1,7.0,2.0,0.6250867834186581,0.3749132165813418,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2020,6.0,13.0,9.0,Falcon 9 Block 5,Starlink V1 L8 & SkySat 16 to 18,United States,3,1,1,46.0,16.0,0.9176871656290704,0.08231283437092983,1
Rocket Lab,StatusActive,7.5,Success,New Zealand,M?hia Peninsula,2020,6.0,13.0,5.0,Electron/Curie,Don't stop me now!,New Zealand,3,1,1,41.0,11.0,0.8502845442343568,0.1497154557656432,1
CASC,StatusActive,30.8,Success,China,Taiyuan Satellite Launch Center,2020,6.0,10.0,18.0,Long March 2C,Haiyang-1D,China,3,1,1,7.0,2.0,0.6230491290278175,0.37695087097218216,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2020,6.0,4.0,1.0,Falcon 9 Block 5,Starlink V1 L7,United States,3,1,1,46.0,16.0,0.9661145584004567,0.0338854415995435,1
CASC,StatusActive,29.75,Success,China,Jiuquan Satellite Launch Center,2020,5.0,31.0,8.0,Long March 2D,Gaofen-9-02 & HEAD-4,China,3,1,1,7.0,2.0,0.44511036878372373,0.5548896312162764,0
SpaceX,StatusActive,50.0,Success,USA,Florida,2020,5.0,30.0,19.0,Falcon 9 Block 5,SpaceX Demo-2,United States,3,1,1,46.0,16.0,0.9257635281256514,0.07423647187434869,1
CASC,StatusActive,5.3,Success,China,Xichang Satellite Launch Center,2020,5.0,29.0,20.0,Long March 11,XJS-G and XJS-H,China,3,1,1,7.0,2.0,0.7598327639066521,0.24016723609334775,1
Virgin Orbit,StatusActive,12.0,Failure,USA,California,2020,5.0,25.0,19.0,LauncherOne,Demo Flight,United States,0,1,0,53.0,16.0,0.1969564391043813,0.8030435608956187,0
VKS RF,StatusActive,41.8,Success,Russia,Plesetsk Cosmodrome,2020,5.0,22.0,7.0,Soyuz 2.1b/Fregat-M,Cosmos 2546,Russia,3,1,1,52.0,13.0,0.859157491575113,0.1408425084248868,1
MHI,StatusRetired,112.5,Success,Japan,Tanegashima Space Center,2020,5.0,20.0,17.0,H-IIB,HTV-9,Japan,3,0,1,32.0,8.0,0.7686353059420784,0.2313646940579215,1
ULA,StatusActive,120.0,Success,USA,Florida,2020,5.0,17.0,13.0,Atlas V 501,OTV-6 (USSF-7),United States,3,1,1,48.0,16.0,0.9265318244191622,0.07346817558083818,1
ExPace,StatusActive,28.3,Success,China,Jiuquan Satellite Launch Center,2020,5.0,12.0,1.0,Kuaizhou 1A,Xingyun-2 01 (Wuhan) & 02,China,3,1,1,15.0,2.0,0.8475634315935406,0.1524365684064591,1
CASC,StatusActive,30.8,Success,China,Wenchang Satellite Launch Center,2020,5.0,5.0,10.0,Long March 5B,Test Flight (New Crew Capsule),China,3,1,1,7.0,2.0,0.46198107205395483,0.5380189279460452,0
Roscosmos,StatusActive,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2020,4.0,25.0,1.0,Soyuz 2.1a,Progress MS-14,Kazakhstan,3,1,1,42.0,9.0,0.9109686100912995,0.08903138990870062,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2020,4.0,22.0,19.0,Falcon 9 Block 5,Starlink V1 L6,United States,3,1,1,46.0,16.0,0.9382258517892852,0.06177414821071506,1
IRGC,StatusActive,48.5,Success,Shahrud Missile Test Site,Launch Plateform,2020,4.0,22.0,3.0,Qased,Noor 1,Iran,3,1,1,20.0,6.0,0.7230829285430211,0.2769170714569789,1
CASC,StatusActive,29.15,Failure,China,Xichang Satellite Launch Center,2020,4.0,9.0,11.0,Long March 3B/E,Nusantara Dua,China,0,1,0,7.0,2.0,0.3899942440703912,0.610005755929609,0
Roscosmos,StatusActive,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2020,4.0,9.0,8.0,Soyuz 2.1a,Soyuz MS-16,Kazakhstan,3,1,1,42.0,9.0,0.7815556509973867,0.21844434900261359,1
ULA,StatusActive,153.0,Success,USA,Florida,2020,3.0,26.0,20.0,Atlas V 551,AEHF 6,United States,3,1,1,48.0,16.0,0.9796396271953711,0.02036037280462898,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2020,3.0,24.0,3.0,Long March 2C,Yaogan-30-06,China,3,1,1,7.0,2.0,0.900437796224635,0.09956220377536483,1
Arianespace,StatusActive,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2020,3.0,21.0,17.0,Soyuz 2.1b/Fregat,OneWeb #3,Kazakhstan,3,1,1,3.0,9.0,0.7325742420032048,0.26742575799679513,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2020,3.0,18.0,12.0,Falcon 9 Block 5,Starlink V1 L5,United States,3,1,1,46.0,16.0,0.9198254794093308,0.08017452059066908,1
VKS RF,StatusActive,41.8,Success,Russia,Plesetsk Cosmodrome,2020,3.0,16.0,18.0,Soyuz 2.1b/Fregat-M,Cosmos 2545,Russia,3,1,1,52.0,13.0,0.8400023960409609,0.15999760395903911,1
CASC,StatusActive,30.8,Failure,China,Wenchang Satellite Launch Center,2020,3.0,16.0,13.0,Long March 7A,XJY-6,China,0,1,0,7.0,2.0,0.46609037883137633,0.5339096211686237,0
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2020,3.0,9.0,11.0,Long March 3B/E,Beidou-3 G2,China,3,1,1,7.0,2.0,0.5445844872038044,0.4554155127961956,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2020,3.0,7.0,4.0,Falcon 9 Block 5,CRS-20,United States,3,1,1,46.0,16.0,0.9642866748176226,0.03571332518237756,1
VKS RF,StatusActive,48.5,Success,Russia,Plesetsk Cosmodrome,2020,2.0,20.0,8.0,Soyuz 2.1a/Fregat-M,Meridian-M n†­19L,Russia,3,1,1,52.0,13.0,0.8830806506845865,0.11691934931541345,1
CASC,StatusActive,29.75,Success,China,Xichang Satellite Launch Center,2020,2.0,19.0,21.0,Long March 2D,XJS-C to F,China,3,1,1,7.0,2.0,0.7450079760034126,0.2549920239965874,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2020,2.0,18.0,22.0,Ariane 5 ECA,JCSAT-17 & GEO-KOMPSAT 2B,France,3,1,1,3.0,3.0,0.8111604551042937,0.18883954489570604,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2020,2.0,17.0,15.0,Falcon 9 Block 5,Starlink V1 L4,United States,3,1,1,46.0,16.0,0.9323538688435371,0.06764613115646298,1
Northrop,StatusActive,85.0,Success,USA,Virginia,2020,2.0,15.0,20.0,Antares 230+,CRS NG-13,United States,3,1,1,36.0,16.0,0.8798645462692156,0.12013545373078494,1
ULA,StatusActive,115.0,Success,USA,Florida,2020,2.0,10.0,4.0,Atlas V 411,Solar Orbiter,United States,3,1,1,48.0,16.0,0.9719438819393605,0.02805611806063958,1
ISA,StatusActive,48.5,Failure,Iran,Semnan Space Center,2020,2.0,9.0,15.0,Simorgh,Zafar 1,Iran,0,1,0,21.0,6.0,0.15480035184330168,0.8451996481566983,0
MHI,StatusActive,90.0,Success,Japan,Tanegashima Space Center,2020,2.0,9.0,1.0,H-IIA 202,IGS-Optical 7,Japan,3,1,1,32.0,8.0,0.9621500144345041,0.03784998556549578,1
Arianespace,StatusActive,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2020,2.0,6.0,21.0,Soyuz 2.1b/Fregat,OneWeb #2,Kazakhstan,3,1,1,3.0,9.0,0.8332974464289064,0.16670255357109356,1
Rocket Lab,StatusActive,7.5,Success,New Zealand,M?hia Peninsula,2020,1.0,31.0,2.0,Electron/Curie,Birds of a Feather / NROL-151,New Zealand,3,1,1,41.0,11.0,0.9139893420090797,0.08601065799092067,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2020,1.0,29.0,14.0,Falcon 9 Block 5,Starlink V1 L3,United States,3,1,1,46.0,16.0,0.9097120001938405,0.09028799980615958,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2020,1.0,19.0,15.0,Falcon 9 Block 5,Crew Dragon Inflight Abort Test,United States,3,1,1,46.0,16.0,0.9358595355698088,0.06414046443019102,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2020,1.0,16.0,21.0,Ariane 5 ECA,Eutelsat Konnect BB4A & GSAT-30,France,3,1,1,3.0,3.0,0.8351586030594639,0.16484139694053584,1
ExPace,StatusActive,28.3,Success,China,Jiuquan Satellite Launch Center,2020,1.0,16.0,3.0,Kuaizhou 1A,Yinhe-1,China,3,1,1,15.0,2.0,0.8474942916625248,0.1525057083374752,1
CASC,StatusActive,29.75,Success,China,Taiyuan Satellite Launch Center,2020,1.0,15.0,2.0,Long March 2D,Jilin-1 Wideband 01 & ??uSat-7/8,China,3,1,1,7.0,2.0,0.9135745907737824,0.08642540922621741,1
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2020,1.0,7.0,15.0,Long March 3B/E,TJSW-5,China,3,1,1,7.0,2.0,0.6824507015129636,0.3175492984870362,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2020,1.0,7.0,2.0,Falcon 9 Block 5,Starlink V1 L2,United States,3,1,1,46.0,16.0,0.9657097354790648,0.03429026452093514,1
CASC,StatusActive,30.8,Success,China,Wenchang Satellite Launch Center,2019,12.0,27.0,12.0,Long March 5,Shijian-20,China,3,1,1,7.0,2.0,0.8681215484563205,0.1318784515436792,1
VKS RF,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2019,12.0,26.0,23.0,Rokot/Briz KM,"Gonets-M ???24, 25, 26 [block-15] & Blits-M1",Russia,3,0,1,52.0,13.0,0.7465586965513253,0.2534413034486745,1
Roscosmos,StatusActive,65.0,Success,Kazakhstan,Baikonur Cosmodrome,2019,12.0,24.0,12.0,Proton-M/DM-3,Elektro-L n†­3,Kazakhstan,3,1,1,42.0,9.0,0.9087562419062306,0.09124375809376929,1
ULA,StatusActive,123.0,Success,USA,Florida,2019,12.0,20.0,11.0,Atlas V N22,Starliner OFT,United States,3,1,1,48.0,16.0,0.9614974590003843,0.038502540999615524,1
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2019,12.0,20.0,3.0,Long March 4B,"CBERS-4A, ETRSS-1 & Others",China,3,1,1,7.0,2.0,0.9481137767913047,0.05188622320869555,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2019,12.0,18.0,8.0,Soyuz ST-A/Fregat-M,"CSG-1, CHEOPS & Others",France,3,1,1,3.0,3.0,0.9446540677285514,0.05534593227144863,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2019,12.0,17.0,0.0,Falcon 9 Block 5,JCSAT-18 / Kacific-1,United States,3,1,1,46.0,16.0,0.9609646376797705,0.03903536232022949,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2019,12.0,16.0,7.0,Long March 3B/YZ-1,BeiDou-3 M19 & M20,China,3,1,1,7.0,2.0,0.8980985773780236,0.1019014226219763,1
Blue Origin,StatusActive,48.5,Success,USA,Texas,2019,12.0,11.0,17.0,New Shepard,NS-12,United States,3,1,1,5.0,16.0,0.872323086793607,0.12767691320639313,1
ISRO,StatusActive,21.0,Success,India,Satish Dhawan Space Centre,2019,12.0,11.0,9.0,PSLV-QL,RISAT 2BR1,India,3,1,1,23.0,4.0,0.9237667916208697,0.07623320837913036,1
VKS RF,StatusActive,48.5,Success,Russia,Plesetsk Cosmodrome,2019,12.0,11.0,8.0,Soyuz 2.1b/Fregat,Cosmos 2544,Russia,3,1,1,52.0,13.0,0.92175200276672,0.07824799723328003,1
ExPace,StatusActive,28.3,Success,China,Jiuquan Satellite Launch Center,2019,12.0,7.0,8.0,Kuaizhou 1A,HEAD-2A/B / SpaceTY 16/17 / Tianqi 4A/B,China,3,1,1,15.0,2.0,0.8333703864243929,0.16662961357560727,1
ExPace,StatusActive,28.3,Success,China,Taiyuan Satellite Launch Center,2019,12.0,7.0,2.0,Kuaizhou 1A,Jilin-1 Gaofen-02B,China,3,1,1,15.0,2.0,0.8943103561522718,0.10568964384772803,1
Roscosmos,StatusActive,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2019,12.0,6.0,9.0,Soyuz 2.1a,Progress MS-13 (74P),Kazakhstan,3,1,1,42.0,9.0,0.9161055257179961,0.083894474282004,1
Rocket Lab,StatusActive,7.5,Success,New Zealand,M?hia Peninsula,2019,12.0,6.0,8.0,Electron/Curie,Running Out Of Fingers,New Zealand,3,1,1,41.0,11.0,0.9066629313375404,0.09333706866245993,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2019,12.0,5.0,17.0,Falcon 9 Block 5,CRS-19,United States,3,1,1,46.0,16.0,0.9593976419643944,0.04060235803560546,1
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2019,11.0,27.0,23.0,Long March 4C,Gaofen-12,China,3,1,1,7.0,2.0,0.8617731530063867,0.13822684699361346,1
ISRO,StatusActive,31.0,Success,India,Satish Dhawan Space Centre,2019,11.0,27.0,3.0,PSLV-XL,Cartosat-3 & Rideshares,India,3,1,1,23.0,4.0,0.8317721514949309,0.1682278485050691,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2019,11.0,26.0,21.0,Ariane 5 ECA,Inmarsat 5 F5 & TIBA-1,France,3,1,1,3.0,3.0,0.9606295033980712,0.03937049660192886,1
VKS RF,StatusActive,41.8,Success,Russia,Plesetsk Cosmodrome,2019,11.0,25.0,17.0,Soyuz 2.1v/Volga,Cosmos 2542 & 2543,Russia,3,1,1,52.0,13.0,0.8403482249200072,0.1596517750799929,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2019,11.0,23.0,0.0,Long March 3B/YZ-1,BeiDou-3 M21 & M22,China,3,1,1,7.0,2.0,0.9033571134456122,0.09664288655438756,1
ExPace,StatusActive,28.3,Success,China,Jiuquan Satellite Launch Center,2019,11.0,17.0,10.0,Kuaizhou 1A,"KL-Alpha A, KL-Alpha B",China,3,1,1,15.0,2.0,0.7243895531301305,0.27561044686986963,1
CASC,StatusActive,30.8,Success,China,Taiyuan Satellite Launch Center,2019,11.0,13.0,6.0,Long March 6,Ningxia-1 (x5),China,3,1,1,7.0,2.0,0.8205925887812723,0.17940741121872755,1
ExPace,StatusActive,28.3,Success,China,Jiuquan Satellite Launch Center,2019,11.0,13.0,3.0,Kuaizhou 1A,Jilin 1-02A,China,3,1,1,15.0,2.0,0.8373059186850553,0.16269408131494484,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2019,11.0,11.0,14.0,Falcon 9 Block 5,Starlink V1 L1,United States,3,1,1,46.0,16.0,0.9180191139778299,0.08198088602217014,1
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2019,11.0,4.0,17.0,Long March 3B/E,Beidou-3 IGSO-3,China,3,1,1,7.0,2.0,0.857672808864102,0.14232719113589787,1
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2019,11.0,3.0,3.0,Long March 4B,Gaofen-7,China,3,1,1,7.0,2.0,0.9385934800796696,0.06140651992033067,1
Northrop,StatusActive,85.0,Success,USA,Virginia,2019,11.0,2.0,13.0,Antares 230+,CRS NG-12,United States,3,1,1,36.0,16.0,0.8911264235778275,0.10887357642217277,1
Exos,StatusActive,48.5,Failure,New Mexico,Spaceport America,2019,10.0,26.0,17.0,SARGE,Launch 4,United States,0,1,0,16.0,16.0,0.21375090148208717,0.7862490985179127,0
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2019,10.0,17.0,15.0,Long March 3B/E,TJSW-4,China,3,1,1,7.0,2.0,0.8317215038764098,0.16827849612358994,1
Rocket Lab,StatusActive,7.5,Success,New Zealand,M?hia Peninsula,2019,10.0,17.0,1.0,Electron/Curie,As The Crow Flies,New Zealand,3,1,1,41.0,11.0,0.9380087847577674,0.06199121524223245,1
Northrop,StatusActive,40.0,Success,USA,Florida,2019,10.0,11.0,1.0,Pegasus XL,ICON,United States,3,1,1,36.0,16.0,0.9299820268196002,0.07001797318039978,1
ILS,StatusActive,65.0,Success,Kazakhstan,Baikonur Cosmodrome,2019,10.0,9.0,10.0,Proton-M/Briz-M,Eutelsat 5 West B & MEV-1,Kazakhstan,3,1,1,19.0,9.0,0.8181398579135384,0.18186014208646165,1
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2019,10.0,4.0,18.0,Long March 4C,Gaofen 10 (Replacement),China,3,1,1,7.0,2.0,0.8106086408352173,0.18939135916478236,1
VKS RF,StatusActive,48.5,Success,Russia,Plesetsk Cosmodrome,2019,9.0,26.0,7.0,Soyuz 2.1b/Fregat,Cosmos 2541,Russia,3,1,1,52.0,13.0,0.835272806767313,0.16472719323268714,1
Roscosmos,StatusRetired,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2019,9.0,25.0,13.0,Soyuz FG,Soyuz MS-15 (61S),Kazakhstan,3,0,1,42.0,9.0,0.5576115755390827,0.44238842446091764,1
CASC,StatusActive,29.75,Success,China,Jiuquan Satellite Launch Center,2019,9.0,25.0,0.0,Long March 2D,Yunhai-1-02,China,3,1,1,7.0,2.0,0.8593568780538984,0.14064312194610143,1
MHI,StatusRetired,112.5,Success,Japan,Tanegashima Space Center,2019,9.0,24.0,16.0,H-IIB,HTV-8,Japan,3,0,1,32.0,8.0,0.7822646648863608,0.21773533511363913,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2019,9.0,22.0,21.0,Long March 3B/YZ-1,BeiDou-3 M23 & M24,China,3,1,1,7.0,2.0,0.8885192240876632,0.11148077591233677,1
CASC,StatusActive,5.3,Success,China,Jiuquan Satellite Launch Center,2019,9.0,19.0,6.0,Long March 11,Zhuhai-1 Group 03,China,3,1,1,7.0,2.0,0.835788339661293,0.16421166033870674,1
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2019,9.0,12.0,3.0,Long March 4B,"Ziyuan-2D, BNU-1 & Taurus-1",China,3,1,1,7.0,2.0,0.9413284516881286,0.058671548311871456,1
ExPace,StatusActive,28.3,Success,China,Jiuquan Satellite Launch Center,2019,8.0,30.0,23.0,Kuaizhou 1A,KX-09 & Others,China,3,1,1,15.0,2.0,0.840023147291346,0.159976852708654,1
VKS RF,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2019,8.0,30.0,14.0,Rokot/Briz KM,Cosmos 2540,Russia,3,0,1,52.0,13.0,0.5844941306811361,0.41550586931886385,1
ISA,StatusActive,48.5,Prelaunch Failure,Iran,Semnan Space Center,2019,1.0,,11.0,Safir-1B+,Nahid-1,Iran,1,1,0,21.0,6.0,0.1133843664905919,0.8866156335094075,0
ULA,StatusRetired,164.0,Success,USA,Florida,2019,8.0,22.0,13.0,"Delta IV Medium+ (4,2)",GPS III SV02,United States,3,0,1,48.0,16.0,0.9227496409266651,0.07725035907333466,1
Roscosmos,StatusActive,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2019,8.0,22.0,3.0,Soyuz 2.1a,Soyuz MS-14 (60S),Kazakhstan,3,1,1,42.0,9.0,0.8435020855978527,0.1564979144021476,1
Rocket Lab,StatusActive,7.5,Success,New Zealand,M?hia Peninsula,2019,8.0,19.0,12.0,Electron/Curie,"Look Ma, No Hands!",New Zealand,3,1,1,41.0,11.0,0.8133012284671445,0.1866987715328558,1
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2019,8.0,19.0,12.0,Long March 3B/E,ChinaSat 18,China,3,1,1,7.0,2.0,0.6111469358812555,0.38885306411874443,1
CASC,StatusActive,7.5,Success,China,Jiuquan Satellite Launch Center,2019,8.0,17.0,4.0,Jielong-1,Tianqi-4 & Others,China,3,1,1,7.0,2.0,0.8116120762748185,0.18838792372518148,1
ULA,StatusActive,153.0,Success,USA,Florida,2019,8.0,8.0,10.0,Atlas V 551,AEHF 5,United States,3,1,1,48.0,16.0,0.9526544958034172,0.047345504196583045,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2019,8.0,6.0,23.0,Falcon 9 Block 5,AMOS-17,United States,3,1,1,46.0,16.0,0.9625008880887713,0.037499111911228934,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2019,8.0,6.0,19.0,Ariane 5 ECA,EDRS-C/HYLAS 3 & Intelsat 39,France,3,1,1,3.0,3.0,0.8869895174884399,0.11301048251156016,1
Roscosmos,StatusActive,65.0,Success,Kazakhstan,Baikonur Cosmodrome,2019,8.0,5.0,21.0,Proton-M/Briz-M,Cosmos 2539,Kazakhstan,3,1,1,42.0,9.0,0.9380833970912292,0.061916602908770955,1
Roscosmos,StatusActive,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2019,7.0,31.0,12.0,Soyuz 2.1a,Progress MS-12,Kazakhstan,3,1,1,42.0,9.0,0.7749896949264187,0.22501030507358138,1
VKS RF,StatusActive,48.5,Success,Russia,Plesetsk Cosmodrome,2019,7.0,30.0,5.0,Soyuz 2.1a/Fregat-M,Meridian-M n†­18L,Russia,3,1,1,52.0,13.0,0.8746432193824052,0.1253567806175946,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2019,7.0,26.0,3.0,Long March 2C,Yaogan-30-05,China,3,1,1,7.0,2.0,0.7896782201301811,0.21032177986981868,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2019,7.0,25.0,22.0,Falcon 9 Block 5,CRS-18,United States,3,1,1,46.0,16.0,0.9582187747594711,0.04178122524052919,1
i-Space,StatusActive,48.5,Success,China,Jiuquan Satellite Launch Center,2019,7.0,25.0,5.0,Hyperbola-1,CAS-7B & Others,China,3,1,1,55.0,2.0,0.6754882670454654,0.3245117329545346,1
ISRO,StatusActive,62.0,Success,India,Satish Dhawan Space Centre,2019,7.0,22.0,9.0,GSLV Mk III,Chandrayaan-2 lunar mission,India,3,1,1,23.0,4.0,0.8012280235175705,0.19877197648242942,1
Roscosmos,StatusRetired,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2019,7.0,20.0,16.0,Soyuz FG,Soyuz MS-13 (59S),Kazakhstan,3,0,1,42.0,9.0,0.6043835631698763,0.3956164368301237,1
Roscosmos,StatusActive,65.0,Success,Kazakhstan,Baikonur Cosmodrome,2019,7.0,13.0,12.0,Proton-M/DM-3,Spektr-RG,Kazakhstan,3,1,1,42.0,9.0,0.873657739294217,0.1263422607057831,1
Arianespace,StatusActive,37.0,Failure,France,French Guiana,2019,7.0,11.0,1.0,Vega,Falcon Eye 1,France,0,1,0,3.0,3.0,0.6144478694821593,0.38555213051784076,1
VKS RF,StatusActive,41.8,Success,Russia,Plesetsk Cosmodrome,2019,7.0,10.0,17.0,Soyuz 2.1v/Volga,Cosmos 2535 to 2538,Russia,3,1,1,52.0,13.0,0.8604349773706279,0.13956502262937212,1
Roscosmos,StatusActive,48.5,Success,Russia,Vostochny Cosmodrome,2019,7.0,5.0,5.0,Soyuz 2.1b/Fregat-M,"Meteor-M No.2-2, Landmapper-BC 5 & 6, and Others",Russia,3,1,1,42.0,13.0,0.7808812301951155,0.21911876980488457,1
Exos,StatusActive,48.5,Partial Failure,New Mexico,Spaceport America,2019,6.0,29.0,18.0,SARGE,Launch 3,United States,2,1,0,16.0,16.0,0.07257700828591396,0.927422991714086,0
