Tipo_Combustivel,Ano,Pais_Lancamento,Nome_Satellites_Carga,Dia,Probabilidade_Falha_IA,Status_do_Foguete,Idade_da_Empresa,Nome_da_Empresa,Capacidade_Maxima_LEO_KG,Foguete_Reutilizavel,Peso_Real_da_Carga_KG,Status_da_Missao,Previsao_IA_Status,Mes,Regiao_Lancamento,Tipo_de_Missao,Probabilidade_Sucesso_IA,Hora,Custo_da_Missao,Setor_da_Empresa,Orbita_Destino,Modelo_Foguete,Latitude,Longitude
Lox/Lh2,2019,China,"Ziyuan-2D, BNU-1 & Taurus-1",12,0.0586715483118714,StatusActive,63.0,CASC,1905.0,0,0.0,Success,1,9,Taiyuan Satellite Launch Center,Não Informado,0.9413284516881286,3.0,64.68,Commercial,Não Informado,Long March 4B,38.84,111.6
Não Informado,2019,China,KX-09 & Others,30,0.159976852708654,StatusActive,-3.0,ExPace,0.0,0,0.0,Success,1,8,Jiuquan Satellite Launch Center,Não Informado,0.840023147291346,23.0,28.3,Não Informado,Não Informado,Kuaizhou 1A,40.96,100.28
Lox/Lh2,2019,Russia,Cosmos 2540,30,0.4155058693188638,StatusRetired,27.0,VKS RF,884.0,0,0.0,Success,1,8,Plesetsk Cosmodrome,Não Informado,0.5844941306811361,14.0,41.8,Civil,Não Informado,Rokot/Briz KM,62.93,40.57
Não Informado,2019,Iran,Nahid-1,1,0.8866156335094075,StatusActive,15.0,ISA,0.0,0,0.0,Prelaunch Failure,0,1,Semnan Space Center,Não Informado,0.1133843664905919,11.0,48.5,Civil,Não Informado,Safir-1B+,35.23,53.92
Não Informado,2019,Usa,GPS III SV02,22,0.0772503590733346,StatusRetired,13.0,ULA,0.0,0,0.0,Success,1,8,Florida,Não Informado,0.9227496409266652,13.0,164.0,Commercial,Não Informado,"Delta IV Medium+ (4,2)",28.56,-80.58
Não Informado,2019,Kazakhstan,Soyuz MS-14 (60S),22,0.1564979144021476,StatusActive,27.0,Roscosmos,0.0,0,0.0,Success,1,8,Baikonur Cosmodrome,Não Informado,0.8435020855978527,3.0,48.5,Civil,Não Informado,Soyuz 2.1a,45.92,63.34
N2O4/Udmh,2019,New Zealand,"Look Ma, No Hands!",19,0.1866987715328558,StatusActive,13.0,Rocket Lab,136.0,1,0.0,Success,1,8,M?Hia Peninsula,Não Informado,0.8133012284671445,12.0,7.5,Commercial,Não Informado,Electron/Curie,0.0,0.0
Lox/Rp-1,2019,China,ChinaSat 18,19,0.3888530641187444,StatusActive,63.0,CASC,5216.0,0,0.0,Success,1,8,Xichang Satellite Launch Center,Não Informado,0.6111469358812555,12.0,29.15,Commercial,Não Informado,Long March 3B/E,28.24,102.02
Não Informado,2019,China,Tianqi-4 & Others,17,0.1883879237251814,StatusActive,63.0,CASC,0.0,0,0.0,Success,1,8,Jiuquan Satellite Launch Center,Não Informado,0.8116120762748185,4.0,7.5,Commercial,Não Informado,Jielong-1,40.96,100.28
Não Informado,2019,Usa,AEHF 5,8,0.047345504196583,StatusActive,13.0,ULA,0.0,0,0.0,Success,1,8,Florida,Não Informado,0.9526544958034172,10.0,153.0,Commercial,Não Informado,Atlas V 551,28.56,-80.58
Não Informado,2019,Usa,AMOS-17,6,0.0374991119112289,StatusActive,17.0,SpaceX,0.0,0,0.0,Success,1,8,Florida,Não Informado,0.9625008880887712,23.0,50.0,Commercial,Não Informado,Falcon 9 Block 5,28.56,-80.58
Solid,2019,France,EDRS-C/HYLAS 3 & Intelsat 39,6,0.1130104825115601,StatusActive,39.0,Arianespace,9525.0,0,0.0,Success,1,8,French Guiana,Não Informado,0.8869895174884399,19.0,200.0,Commercial,Não Informado,Ariane 5 ECA,5.24,-52.77
Hybrid,2019,Kazakhstan,Cosmos 2539,5,0.0619166029087709,StatusActive,27.0,Roscosmos,10432.0,0,7475.0,Success,1,8,Baikonur Cosmodrome,Scientific,0.9380833970912292,21.0,65.0,Civil,Leo,Proton-M/Briz-M,45.92,63.34
Não Informado,2019,Kazakhstan,Progress MS-12,31,0.2250103050735813,StatusActive,27.0,Roscosmos,0.0,0,0.0,Success,1,7,Baikonur Cosmodrome,Não Informado,0.7749896949264187,12.0,48.5,Civil,Não Informado,Soyuz 2.1a,45.92,63.34
Não Informado,2019,Russia,Meridian-M n†­18L,30,0.1253567806175946,StatusActive,27.0,VKS RF,0.0,0,0.0,Success,1,7,Plesetsk Cosmodrome,Não Informado,0.8746432193824052,5.0,48.5,Civil,Não Informado,Soyuz 2.1a/Fregat-M,62.93,40.57
Lox/Rp-1,2019,China,Yaogan-30-05,26,0.2103217798698186,StatusActive,63.0,CASC,1746.0,0,0.0,Success,1,7,Xichang Satellite Launch Center,Não Informado,0.7896782201301811,3.0,30.8,Commercial,Não Informado,Long March 2C,28.24,102.02
Não Informado,2019,Usa,CRS-18,25,0.0417812252405291,StatusActive,17.0,SpaceX,0.0,0,0.0,Success,1,7,Florida,Não Informado,0.9582187747594711,22.0,50.0,Commercial,Não Informado,Falcon 9 Block 5,28.56,-80.58
Lox/Lh2,2019,China,CAS-7B & Others,25,0.3245117329545346,StatusActive,-3.0,i-Space,117.0,0,0.0,Success,1,7,Jiuquan Satellite Launch Center,Não Informado,0.6754882670454654,5.0,48.5,Não Informado,Não Informado,Hyperbola-1,40.96,100.28
Não Informado,2019,India,Chandrayaan-2 lunar mission,22,0.1987719764824294,StatusActive,50.0,ISRO,0.0,0,0.0,Success,1,7,Satish Dhawan Space Centre,Não Informado,0.8012280235175705,9.0,62.0,Civil,Não Informado,GSLV Mk III,13.73,80.23
Não Informado,2019,Kazakhstan,Soyuz MS-13 (59S),20,0.3956164368301237,StatusRetired,27.0,Roscosmos,0.0,0,0.0,Success,1,7,Baikonur Cosmodrome,Não Informado,0.6043835631698763,16.0,48.5,Civil,Não Informado,Soyuz FG,45.92,63.34
Hybrid,2019,Kazakhstan,Spektr-RG,13,0.1263422607057831,StatusActive,27.0,Roscosmos,10432.0,0,7420.0,Success,1,7,Baikonur Cosmodrome,Rideshare,0.873657739294217,12.0,65.0,Civil,Sso,Proton-M/DM-3,45.92,63.34
Lox/Rp-1,2019,France,Falcon Eye 1,11,0.3855521305178407,StatusActive,39.0,Arianespace,680.0,0,0.0,Failure,1,7,French Guiana,Não Informado,0.6144478694821593,1.0,37.0,Commercial,Não Informado,Vega,5.24,-52.77
Não Informado,2019,Russia,Cosmos 2535 to 2538,10,0.1395650226293721,StatusActive,27.0,VKS RF,0.0,0,0.0,Success,1,7,Plesetsk Cosmodrome,Não Informado,0.8604349773706279,17.0,41.8,Civil,Não Informado,Soyuz 2.1v/Volga,62.93,40.57
Não Informado,2019,Russia,"Meteor-M No.2-2, Landmapper-BC 5 & 6, and Others",5,0.2191187698048845,StatusActive,27.0,Roscosmos,0.0,0,0.0,Success,1,7,Vostochny Cosmodrome,Não Informado,0.7808812301951155,5.0,48.5,Civil,Não Informado,Soyuz 2.1b/Fregat-M,51.88,128.33
Não Informado,2019,New Mexico,Launch 3,29,0.927422991714086,StatusActive,-3.0,Exos,0.0,0,0.0,Partial Failure,0,6,Spaceport America,Não Informado,0.0725770082859139,18.0,48.5,Não Informado,Não Informado,SARGE,32.99,-106.97
N2O4/Udmh,2019,New Zealand,Make it Rain,29,0.1681112496761636,StatusActive,13.0,Rocket Lab,136.0,1,0.0,Success,1,6,M?Hia Peninsula,Não Informado,0.8318887503238366,4.0,7.5,Commercial,Não Informado,Electron/Curie,0.0,0.0
Lox/Rp-1,2019,Usa,STP-2,25,0.0587149206688601,StatusActive,17.0,SpaceX,28939.0,1,0.0,Success,1,6,Florida,Não Informado,0.94128507933114,6.0,90.0,Commercial,Não Informado,Falcon Heavy,28.56,-80.58
Lox/Rp-1,2019,China,Beidou-3 IGSO-2,24,0.3584871527071187,StatusActive,63.0,CASC,5216.0,0,2318.0,Success,1,6,Xichang Satellite Launch Center,Military Reconnaissance,0.6415128472928809,18.0,29.15,Commercial,Leo,Long March 3B/E,28.24,102.02
Solid,2019,France,Eutelsat 7C &  AT&T T-16,20,0.0591150442644196,StatusActive,39.0,Arianespace,9525.0,0,0.0,Success,1,6,French Guiana,Não Informado,0.9408849557355802,21.0,200.0,Commercial,Não Informado,Ariane 5 ECA,5.24,-52.77
Não Informado,2019,Usa,RADARSAT Constellation,12,0.1066583312328099,StatusActive,17.0,SpaceX,0.0,0,0.0,Success,1,6,California,Não Informado,0.8933416687671903,14.0,50.0,Commercial,Não Informado,Falcon 9 Block 5,34.63,-120.61
Não Informado,2019,Yellow Sea,Jilin-1 & Others,5,0.1478229540190342,StatusActive,63.0,CASC,0.0,0,0.0,Success,1,6,Tai Rui Barge,Não Informado,0.8521770459809656,4.0,5.3,Commercial,Não Informado,Long March 11H,34.9,121.19
Hybrid,2019,Kazakhstan,Yamal-601,30,0.1166557508256981,StatusActive,27.0,Roscosmos,10432.0,0,0.0,Success,1,5,Baikonur Cosmodrome,Não Informado,0.8833442491743021,17.0,65.0,Civil,Não Informado,Proton-M/Briz-M,45.92,63.34
Não Informado,2019,Russia,Cosmos 2534,27,0.2871760551093267,StatusActive,27.0,Roscosmos,0.0,0,0.0,Success,1,5,Plesetsk Cosmodrome,Não Informado,0.7128239448906737,6.0,48.5,Civil,Não Informado,Soyuz 2.1b/Fregat-M,62.93,40.57
Não Informado,2019,Usa,Starlink V0.9,24,0.0383255124304068,StatusActive,17.0,SpaceX,0.0,0,0.0,Success,1,5,Florida,Não Informado,0.9616744875695932,2.0,50.0,Commercial,Não Informado,Falcon 9 Block 5,28.56,-80.58
Não Informado,2019,China,Yaogan Weixing-33,22,0.3923883555965264,StatusActive,63.0,CASC,0.0,0,0.0,Failure,1,5,Taiyuan Satellite Launch Center,Não Informado,0.6076116444034738,22.0,64.68,Commercial,Não Informado,Long March 4C,38.84,111.6
Não Informado,2019,India,RISAT-2B,22,0.0847255840626165,StatusActive,50.0,ISRO,0.0,0,0.0,Success,1,5,Satish Dhawan Space Centre,Não Informado,0.9152744159373836,0.0,21.0,Civil,Não Informado,PSLV-CA,13.73,80.23
Não Informado,2019,China,Beidou-2 G8,17,0.4299459765088515,StatusActive,63.0,CASC,0.0,0,0.0,Success,1,5,Xichang Satellite Launch Center,Não Informado,0.570054023491148,15.0,30.8,Commercial,Não Informado,Long March 3C/E,28.24,102.02
N2O4/Udmh,2019,New Zealand,That's a Funny Looking Cactus,5,0.2991418061036201,StatusActive,13.0,Rocket Lab,136.0,1,0.0,Success,1,5,M?Hia Peninsula,Não Informado,0.7008581938963804,6.0,7.5,Commercial,Não Informado,Electron/Curie,0.0,0.0
Não Informado,2019,Usa,CRS-17,4,0.0723419433085863,StatusActive,17.0,SpaceX,0.0,0,0.0,Success,1,5,Florida,Não Informado,0.9276580566914138,6.0,50.0,Commercial,Não Informado,Falcon 9 Block 5,28.56,-80.58
Lox/Rp-1,2019,Usa,NS-11,2,0.3033714169530152,StatusActive,19.0,Blue Origin,0.0,1,0.0,Success,1,5,Texas,Não Informado,0.6966285830469846,13.0,48.5,Commercial,Não Informado,New Shepard,25.99,-97.16
Lox/Lh2,2019,China,Tianhui-2 Group 01,29,0.3201997109078816,StatusActive,63.0,CASC,1905.0,0,0.0,Success,1,4,Taiyuan Satellite Launch Center,Não Informado,0.6798002890921186,22.0,64.68,Commercial,Não Informado,Long March 4B,38.84,111.6
Lox/Rp-1,2019,China,Beidou-3 IGSO-1,20,0.5695096127416561,StatusActive,63.0,CASC,5216.0,0,5737.0,Success,0,4,Xichang Satellite Launch Center,Iot/Cubesat,0.4304903872583441,14.0,29.15,Commercial,Sso,Long March 3B/E,28.24,102.02
Não Informado,2019,Usa,CRS NG-11,17,0.2134577837597649,StatusRetired,-3.0,Northrop,0.0,0,0.0,Success,1,4,Virginia,Não Informado,0.7865422162402355,20.0,85.0,Não Informado,Não Informado,Antares 230,37.83,-75.48
Lox/Rp-1,2019,Usa,ArabSat 6A,11,0.0314258053563161,StatusActive,17.0,SpaceX,28939.0,1,0.0,Success,1,4,Florida,Não Informado,0.968574194643684,22.0,90.0,Commercial,Não Informado,Falcon Heavy,28.56,-80.58
Não Informado,2019,France,O3b FM17-FM20,4,0.1510606795651727,StatusActive,39.0,Arianespace,0.0,0,0.0,Success,1,4,French Guiana,Não Informado,0.8489393204348274,17.0,200.0,Commercial,Não Informado,Soyuz ST-B/Fregat-MT,5.24,-52.77
Não Informado,2019,Kazakhstan,Progress MS-11 (72P),4,0.2258849848047478,StatusActive,27.0,Roscosmos,0.0,0,0.0,Success,1,4,Baikonur Cosmodrome,Não Informado,0.7741150151952523,11.0,48.5,Civil,Não Informado,Soyuz 2.1a,45.92,63.34
Não Informado,2019,India,EMISAT & Rideshares,1,0.1046413663523671,StatusActive,50.0,ISRO,0.0,0,0.0,Success,1,4,Satish Dhawan Space Centre,Não Informado,0.895358633647633,3.0,21.0,Civil,Não Informado,PSLV-QL,13.73,80.23
Lox/Rp-1,2019,China,Tianlian-2,31,0.2963220746965211,StatusActive,63.0,CASC,5216.0,0,0.0,Success,1,3,Xichang Satellite Launch Center,Não Informado,0.7036779253034786,15.0,29.15,Commercial,Não Informado,Long March 3B/E,28.24,102.02
N2O4/Udmh,2019,New Zealand,Two Thumbs Up,28,0.1651629774880396,StatusActive,13.0,Rocket Lab,136.0,1,0.0,Success,1,3,M?Hia Peninsula,Não Informado,0.8348370225119607,23.0,7.5,Commercial,Não Informado,Electron/Curie,0.0,0.0
Não Informado,2019,China,Lingque-1B,27,0.7258430275476375,StatusActive,-3.0,OneSpace,0.0,0,0.0,Failure,0,3,Jiuquan Satellite Launch Center,Não Informado,0.2741569724523624,9.0,48.5,Não Informado,Não Informado,OS-M1,40.96,100.28
Lox/Rp-1,2019,France,PRISMA,22,0.1059585665120107,StatusActive,39.0,Arianespace,680.0,0,0.0,Success,1,3,French Guiana,Não Informado,0.8940414334879893,1.0,37.0,Commercial,Não Informado,Vega,5.24,-52.77
Não Informado,2019,Usa,WGS-10,16,0.0399302180919034,StatusRetired,13.0,ULA,0.0,0,0.0,Success,1,3,Florida,Não Informado,0.9600697819080968,0.0,123.0,Commercial,Não Informado,"Delta IV Medium+ (5,4)",28.56,-80.58
Não Informado,2019,Kazakhstan,Soyuz MS-12 (58S),14,0.3682731067320531,StatusRetired,27.0,Roscosmos,0.0,0,0.0,Success,1,3,Baikonur Cosmodrome,Não Informado,0.6317268932679471,19.0,48.5,Civil,Não Informado,Soyuz FG,45.92,63.34
Lox/Rp-1,2019,China,Zhongxing-6C,9,0.269400288924103,StatusActive,63.0,CASC,5216.0,0,0.0,Success,1,3,Xichang Satellite Launch Center,Não Informado,0.7305997110758967,16.0,29.15,Commercial,Não Informado,Long March 3B/E,28.24,102.02
Não Informado,2019,New Mexico,Launch 2,2,0.9118940137774542,StatusActive,-3.0,Exos,0.0,0,0.0,Partial Failure,0,3,Spaceport America,Não Informado,0.0881059862225459,17.0,48.5,Não Informado,Não Informado,SARGE,32.99,-106.97
Não Informado,2019,Usa,SpaceX Demo-1,2,0.0512949235258409,StatusActive,17.0,SpaceX,0.0,0,0.0,Success,1,3,Florida,Não Informado,0.9487050764741592,7.0,50.0,Commercial,Não Informado,Falcon 9 Block 5,28.56,-80.58
Não Informado,2019,France,OneWeb #1,27,0.0701618369045759,StatusActive,39.0,Arianespace,0.0,0,0.0,Success,1,2,French Guiana,Não Informado,0.9298381630954238,21.0,200.0,Commercial,Não Informado,Soyuz ST-B/Fregat-M,5.24,-52.77
Não Informado,2019,Usa,Nusantara Satu & Beresheet,22,0.0215555937378209,StatusActive,17.0,SpaceX,0.0,0,0.0,Success,1,2,Florida,Não Informado,0.9784444062621792,1.0,50.0,Commercial,Não Informado,Falcon 9 Block 5,28.56,-80.58
Não Informado,2019,Kazakhstan,EgyptSat-A,21,0.1617417865748837,StatusActive,27.0,VKS RF,0.0,0,0.0,Success,1,2,Baikonur Cosmodrome,Não Informado,0.8382582134251163,16.0,41.8,Civil,Não Informado,Soyuz 2.1b/Fregat-M,45.92,63.34
Solid,2019,France,GSAT-31 & Hellas-Sat-4,5,0.0701618369045759,StatusActive,39.0,Arianespace,9525.0,0,0.0,Success,1,2,French Guiana,Não Informado,0.9298381630954238,21.0,200.0,Commercial,Não Informado,Ariane 5 ECA,5.24,-52.77
Não Informado,2019,Iran,Dousti,1,0.8866156335094075,StatusActive,15.0,ISA,0.0,0,0.0,Failure,0,1,Semnan Space Center,Não Informado,0.1133843664905919,11.0,48.5,Civil,Não Informado,Safir-1B+,35.23,53.92
Não Informado,2019,India,Microsat-R,24,0.279821906194084,StatusActive,50.0,ISRO,0.0,0,0.0,Success,1,1,Satish Dhawan Space Centre,Não Informado,0.720178093805916,18.0,31.0,Civil,Não Informado,PSLV-DL,13.73,80.23
Lox/Rp-1,2019,Usa,NS-10,23,0.2079195589033476,StatusActive,19.0,Blue Origin,0.0,1,0.0,Success,1,1,Texas,Não Informado,0.7920804410966525,15.0,48.5,Commercial,Não Informado,New Shepard,25.99,-97.16
Lox/Rp-1,2019,China,Jilin-1 Hyperspectral & Others,21,0.1036114051671712,StatusActive,63.0,CASC,317.0,0,0.0,Success,1,1,Jiuquan Satellite Launch Center,Não Informado,0.8963885948328288,5.0,5.3,Commercial,Não Informado,Long March 11,40.96,100.28
Hybrid,2019,Usa,NROL-71,19,0.0405067372464424,StatusActive,13.0,ULA,13058.0,0,0.0,Success,1,1,California,Não Informado,0.9594932627535574,19.0,350.0,Commercial,Não Informado,Delta IV Heavy,34.63,-120.61
Não Informado,2019,Japan,Innovative Satellite Technology Demonstration-1,18,0.1852382933901696,StatusActive,16.0,JAXA,0.0,0,0.0,Success,1,1,Uchinoura Space Center,Não Informado,0.8147617066098304,0.0,39.0,Civil,Não Informado,Epsilon PBS,31.25,131.08
N2O4/Udmh,2019,Iran,Payam-e Amirkabir,15,0.7611523779887465,StatusActive,15.0,ISA,27.0,0,0.0,Failure,0,1,Semnan Space Center,Não Informado,0.2388476220112535,0.0,48.5,Civil,Não Informado,Simorgh,35.23,53.92
Não Informado,2019,Usa,Iridium-8,11,0.0725052443044048,StatusActive,17.0,SpaceX,0.0,0,0.0,Success,1,1,California,Não Informado,0.9274947556955953,15.0,50.0,Commercial,Não Informado,Falcon 9 Block 5,34.63,-120.61
Lox/Rp-1,2019,China,Zhongxing-2D (Chinasat-2D),10,0.2579706002504158,StatusActive,63.0,CASC,5216.0,0,0.0,Success,1,1,Xichang Satellite Launch Center,Não Informado,0.7420293997495839,17.0,29.15,Commercial,Não Informado,Long March 3B/E,28.24,102.02
Lox/Lh2,2018,China,Hongyan-1,29,0.1204047706352157,StatusActive,62.0,CASC,1587.0,0,0.0,Success,1,12,Jiuquan Satellite Launch Center,Não Informado,0.879595229364784,8.0,30.8,Commercial,Não Informado,Long March 2D/YZ-3,40.96,100.28
Não Informado,2018,Russia,Kanopus-V No. 5-6 & Rideshares,27,0.0542696740929591,StatusActive,26.0,Roscosmos,0.0,0,0.0,Success,1,12,Vostochny Cosmodrome,Não Informado,0.9457303259070408,2.0,48.5,Civil,Não Informado,Soyuz 2.1a/Fregat,51.88,128.33
Não Informado,2018,China,TJS-3,24,0.0753358112534361,StatusActive,62.0,CASC,0.0,0,0.0,Success,1,12,Xichang Satellite Launch Center,Não Informado,0.9246641887465636,16.0,30.8,Commercial,Não Informado,Long March 3C/E,28.24,102.02
Não Informado,2018,Usa,GPS III SV01,23,0.0515616289789505,StatusActive,16.0,SpaceX,0.0,0,0.0,Success,1,12,Florida,Não Informado,0.9484383710210494,13.0,50.0,Commercial,Não Informado,Falcon 9 Block 5,28.56,-80.58
Lox/Rp-1,2018,China,Hongyun-1,21,0.0437157757235632,StatusActive,62.0,CASC,317.0,0,0.0,Success,1,12,Jiuquan Satellite Launch Center,Não Informado,0.9562842242764368,23.0,5.3,Commercial,Não Informado,Long March 11,40.96,100.28
Hybrid,2018,Kazakhstan,Blagovest No.13L,21,0.0777822687045832,StatusActive,26.0,VKS RF,10432.0,0,0.0,Success,1,12,Baikonur Cosmodrome,Não Informado,0.9222177312954164,0.0,65.0,Civil,Não Informado,Proton-M/Briz-M,45.92,63.34
Não Informado,2018,France,CSO 1,19,0.0622267188477601,StatusActive,38.0,Arianespace,0.0,0,0.0,Success,1,12,French Guiana,Não Informado,0.9377732811522396,16.0,200.0,Commercial,Não Informado,Soyuz ST-A/Fregat-M,5.24,-52.77
N2O4/Udmh,2018,India,GSAT-7A,19,0.0793005597602332,StatusActive,49.0,ISRO,2267.0,0,0.0,Success,1,12,Satish Dhawan Space Centre,Não Informado,0.9206994402397668,10.0,47.0,Civil,Não Informado,GSLV Mk II,13.73,80.23
N2O4/Udmh,2018,New Zealand,This one's for Pickering,16,0.1591407487937566,StatusActive,12.0,Rocket Lab,136.0,1,0.0,Success,1,12,M?Hia Peninsula,Não Informado,0.8408592512062434,6.0,7.5,Commercial,Não Informado,Electron/Curie,0.0,0.0
Lox/Rp-1,2018,China,Chang'e-4,7,0.0654803309490487,StatusActive,62.0,CASC,5216.0,0,0.0,Success,1,12,Xichang Satellite Launch Center,Não Informado,0.9345196690509512,18.0,29.15,Commercial,Não Informado,Long March 3B/E,28.24,102.02
Lox/Lh2,2018,China,"SaudiSAT 5A, & 5B and Others",7,0.1205654833540741,StatusActive,62.0,CASC,1587.0,0,0.0,Success,1,12,Jiuquan Satellite Launch Center,Não Informado,0.8794345166459259,4.0,29.75,Commercial,Não Informado,Long March 2D,40.96,100.28
Não Informado,2018,Usa,CRS-16,5,0.044738813625838,StatusActive,16.0,SpaceX,0.0,0,0.0,Success,1,12,Florida,Não Informado,0.955261186374162,18.0,50.0,Commercial,Não Informado,Falcon 9 Block 5,28.56,-80.58
Solid,2018,France,GSAT-11 & GEO-KOMPSAT 2A,4,0.037452035720137,StatusActive,38.0,Arianespace,9525.0,0,0.0,Success,1,12,French Guiana,Não Informado,0.962547964279863,20.0,200.0,Commercial,Não Informado,Ariane 5 ECA,5.24,-52.77
Não Informado,2018,Usa,Spaceflight SSO-A,3,0.044738813625838,StatusActive,16.0,SpaceX,0.0,0,0.0,Success,1,12,California,Não Informado,0.955261186374162,18.0,50.0,Commercial,Não Informado,Falcon 9 Block 5,34.63,-120.61
Não Informado,2018,Kazakhstan,Soyuz MS-11 (57S),3,0.3963484493270967,StatusRetired,26.0,Roscosmos,0.0,0,0.0,Success,1,12,Baikonur Cosmodrome,Não Informado,0.6036515506729034,11.0,48.5,Civil,Não Informado,Soyuz FG,45.92,63.34
Lox/Lh2,2018,Russia,Cosmos 2530 to 2532,30,0.2067342436045186,StatusRetired,26.0,VKS RF,884.0,0,701.0,Success,1,11,Plesetsk Cosmodrome,Communications,0.7932657563954812,2.0,41.8,Civil,Geo,Rokot/Briz KM,62.93,40.57
Não Informado,2018,India,HySIS,29,0.0927803357388548,StatusActive,49.0,ISRO,0.0,0,0.0,Success,1,11,Satish Dhawan Space Centre,Não Informado,0.9072196642611452,4.0,21.0,Civil,Não Informado,PSLV-CA,13.73,80.23
Lox/Rp-1,2018,France,Mohammed VI-B,21,0.0821514971803453,StatusActive,38.0,Arianespace,680.0,0,0.0,Success,1,11,French Guiana,Não Informado,0.9178485028196548,1.0,37.0,Commercial,Não Informado,Vega,5.24,-52.77
Lox/Lh2,2018,China,"Shiyan-6, Jiading-1 (OKW-01), & Others",19,0.0845860833862622,StatusActive,62.0,CASC,1587.0,0,0.0,Success,1,11,Jiuquan Satellite Launch Center,Não Informado,0.9154139166137376,23.0,29.75,Commercial,Não Informado,Long March 2D,40.96,100.28
Lox/Rp-1,2018,China,BeiDou-3 M17 & M18,18,0.1445266904578964,StatusActive,62.0,CASC,5216.0,0,2031.0,Success,1,11,Xichang Satellite Launch Center,Defense/Intelligence,0.8554733095421034,18.0,30.8,Commercial,Leo,Long March 3B/YZ-1,28.24,102.02
Não Informado,2018,Usa,CRS NG-10,17,0.2463468063708551,StatusRetired,-3.0,Northrop,0.0,0,0.0,Success,1,11,Virginia,Não Informado,0.7536531936291451,9.0,85.0,Não Informado,Não Informado,Antares 230,37.83,-75.48
Não Informado,2018,Kazakhstan,Progress MS-10 (71P),16,0.4099070721547231,StatusRetired,26.0,Roscosmos,0.0,0,0.0,Success,1,11,Baikonur Cosmodrome,Não Informado,0.5900929278452772,18.0,48.5,Civil,Não Informado,Soyuz FG,45.92,63.34
Não Informado,2018,Usa,Es'hail 2,15,0.0364932584661004,StatusActive,16.0,SpaceX,0.0,0,0.0,Success,1,11,Florida,Não Informado,0.9635067415338998,20.0,50.0,Commercial,Não Informado,Falcon 9 Block 5,28.56,-80.58
Não Informado,2018,India,GSAT 29,14,0.1233381402162618,StatusActive,49.0,ISRO,0.0,0,0.0,Success,1,11,Satish Dhawan Space Centre,Não Informado,0.8766618597837385,11.0,62.0,Civil,Não Informado,GSLV Mk III,13.73,80.23
N2O4/Udmh,2018,New Zealand,It's Business Time,11,0.134757639060754,StatusActive,12.0,Rocket Lab,136.0,1,0.0,Success,1,11,M?Hia Peninsula,Não Informado,0.8652423609392459,3.0,7.5,Commercial,Não Informado,Electron/Curie,0.0,0.0
Não Informado,2018,France,MetOp C,7,0.0109557539240775,StatusActive,38.0,Arianespace,0.0,0,0.0,Success,1,11,French Guiana,Não Informado,0.9890442460759228,0.0,200.0,Commercial,Não Informado,Soyuz ST-B/Fregat-M,5.24,-52.77
