Variavel,Importancia
Ano,0.3035238764388903
Hora,0.17101554646540876
Mes,0.13706876305060292
Custo_da_Missao,0.12393633510876156
Pais_Cod,0.11411997180980729
Empresa_Cod,0.11411336097609845
Status_do_Foguete_Num,0.036222146150430824
