Data,Lancamentos_Reais,Previsao_IA,Previsao_Minima,Previsao_Maxima
1988-05-01,5.0,4.860689557574688,1.78285367293115,8.02169903921967
1988-06-01,4.0,6.135200808699839,2.9588445579629856,9.320771293242363
1988-07-01,7.0,5.964517569412576,3.0210328390728547,9.343199355245874
1988-08-01,2.0,5.843454030137224,2.7748443462652177,9.118476506974945
1988-09-01,8.0,5.573518873316625,2.3868266447094526,8.93958812599348
1988-10-01,4.0,6.313709166084529,3.0787373972569556,9.395980205591197
1988-11-01,4.0,4.889701866165929,1.5741665901598598,8.019360269878996
1988-12-01,5.0,6.42977165035269,3.1045313891664743,9.571904529664543
1989-01-01,3.0,6.259477803312207,3.154036575339094,9.40510370747729
1989-02-01,8.0,5.584060026038856,2.467283565339476,8.955393291553346
1989-03-01,4.0,5.6614456248745455,2.291407780799443,8.810155309441583
1989-04-01,2.0,5.525966016928974,2.311395252392046,8.808960979946738
1989-05-01,3.0,4.955845520979236,1.780396352030168,8.332516818661098
1989-06-01,7.0,6.031240393134915,2.811071549721642,9.484647752606694
1989-07-01,4.0,5.58836603643801,2.4403843453532104,8.518004595118914
1989-08-01,5.0,5.609134787550648,2.5271721108625105,9.008151116275249
1989-09-01,8.0,5.539195949320058,2.370975927936521,8.77092063285818
1989-10-01,3.0,6.025904621279241,2.7522817235987014,8.902407875399602
1989-11-01,4.0,4.943720273885811,1.7135884980451082,8.102099431790045
1989-12-01,1.0,6.629615861323712,3.6184183819366518,9.97659384777833
1990-01-01,13.0,6.096326934725559,2.84066681119337,9.394043406524503
1990-02-01,8.0,5.139448450688727,1.9448390292429347,8.539784686448028
1990-03-01,5.0,5.292944466499202,2.194696284850601,8.832596871207114
1990-04-01,10.0,5.821599102808655,2.4238375597153006,8.94436166412535
1990-05-01,1.0,5.045688742135821,1.738022619894109,8.25639971953379
1990-06-01,7.0,5.918163739861518,2.7341637610244964,9.028915032450508
1990-07-01,5.0,5.2095171538044465,2.2173223712103325,8.47459862050309
1990-08-01,8.0,5.379274441065401,2.047902555185521,8.557270210583878
1990-09-01,4.0,5.5074249426546045,2.302196168302348,8.82772598352247
1990-10-01,7.0,5.742396717452677,2.6519454576064994,9.00392088157792
1990-11-01,7.0,5.0049455870513135,1.806745735620871,8.418692546954547
1990-12-01,5.0,6.824104122836506,3.7924542762964277,9.912123927788459
1991-01-01,5.0,5.921975175828481,2.73362607892334,9.27703241398371
1991-02-01,4.0,4.691315916573689,1.4888157806848008,7.912647524362894
1991-03-01,6.0,4.937326416616702,1.8968876823328036,8.302830477544338
1991-04-01,7.0,6.125992994897321,2.9309253018439354,9.31024649473324
1991-05-01,3.0,5.130042053305964,2.158498943326953,8.238954541308702
1991-06-01,6.0,5.796050570315246,2.5208945360649464,9.029199659725059
1991-07-01,3.0,4.828328278746096,1.5513870103943246,8.084440302363017
1991-08-01,10.0,5.153978817527225,1.8819533117787357,8.282412154228085
1991-09-01,4.0,5.477997007139635,2.43372638253621,8.693615163247507
1991-10-01,2.0,5.462992952020716,2.230857766859274,8.697658153740381
1991-11-01,5.0,5.072703090362612,1.8016959628193245,8.237327915598906
1991-12-01,4.0,7.012333674052299,3.8743133302316335,10.059516473003699
1992-01-01,2.0,5.735921220728753,2.4742182781762367,8.98096985622846
1992-02-01,5.0,4.239681043653672,1.1494268367740064,7.492411664066805
1992-03-01,5.0,5.561317507285773,2.535295897770865,8.50691536603482
1992-04-01,4.0,4.758523369576144,1.5654245429301548,7.872996659814719
1992-05-01,2.0,4.3800450676015545,1.379204743402523,7.670696801441825
1992-06-01,4.0,5.654668445451589,2.447105562128779,8.739433719691014
1992-07-01,9.0,5.484093715896726,2.213071451506526,8.511953691259297
1992-08-01,6.0,5.363142303345999,1.9291836361660923,8.719108830140879
1992-09-01,4.0,5.093319273248756,1.9857352845238654,8.45124206188322
1992-10-01,7.0,5.833618075749721,2.619401055458283,9.04755036846646
1992-11-01,6.0,4.409722902554165,1.1462458450812025,7.499426470707809
1992-12-01,8.0,5.949901196473586,2.6873243872697725,9.084714542830293
1993-01-01,4.0,5.779719476157139,2.424347894934183,8.744362131834196
1993-02-01,4.0,5.104413825607256,1.889681523335802,8.374289872260633
1993-03-01,6.0,5.181900700194946,1.6721410114056736,8.219201268285365
1993-04-01,9.0,5.04653321897345,1.7561270506125874,8.281698852003432
1993-05-01,4.0,4.476521232755899,1.3673807637600564,7.758456938225416
1993-06-01,5.0,5.552028231635126,2.353556570355747,8.679153983033203
1993-07-01,3.0,5.109262384671748,1.7355986789006677,8.46866951131996
1993-08-01,6.0,5.1301432625073815,1.9471081442478095,8.433446877425624
1993-09-01,6.0,5.060316551001526,1.8927367779192315,8.356413976712936
1993-10-01,6.0,5.547133732693936,2.6972111108908416,9.021521289071485
1993-11-01,3.0,4.465061512023441,1.0986848947599803,7.7532636230971494
1993-12-01,5.0,6.151065609193752,2.9963990722468887,9.217194363890506
1994-01-01,5.0,5.6178888093205,2.343779259273828,8.528854390664632
1994-02-01,5.0,4.661073325141425,1.5918344591257103,7.734991915205141
1994-03-01,5.0,4.814626244047777,1.60276759224108,7.928584506534164
1994-04-01,4.0,5.343343880215113,2.2962149359286577,8.802128970016797
1994-05-01,4.0,4.567494487145878,1.4655135625896176,7.66366508038926
1994-06-01,3.0,5.440032484729496,2.2652382034756067,8.53537662144101
1994-07-01,5.0,4.731446866276026,1.333381874982488,7.883469550350186
1994-08-01,9.0,4.90126715339437,1.5965989207866613,7.998895151282432
1994-09-01,5.0,5.029480654840531,1.7121560501045516,8.398052309405125
1994-10-01,4.0,5.264513397243755,2.074722962197086,8.657360647239754
1994-11-01,9.0,4.527125266697366,1.3630612696341198,7.608827786435364
1994-12-01,6.0,6.34634477008793,3.129865854730848,9.441539055993317
1995-01-01,6.0,5.444278822937376,1.950385284058167,8.637178741430152
1995-02-01,1.0,4.213682563539296,0.8323928552256346,7.22165858968958
1995-03-01,8.0,4.459749966678358,1.1996056773035464,7.5210629643798494
1995-04-01,3.0,5.648479544816199,2.365785879102446,8.769253824559524
1995-05-01,5.0,4.652589570828916,1.3334500145927202,7.834535668477117
1995-06-01,4.0,5.318661087697244,2.264451614184693,8.415675568290737
1995-07-01,5.0,4.350999763731157,1.2125867487301996,7.378177999199297
1995-08-01,7.0,4.676713302369441,1.44297401366404,7.8761641576189145
1995-09-01,3.0,5.000794491839301,1.8946063744552395,8.023510631130897
1995-10-01,6.0,4.9858514043247375,1.656349707062357,8.071916743431753
1995-11-01,5.0,4.595624542522072,1.291860063304086,7.754059980938948
1995-12-01,8.0,6.5353160938170625,3.2020692925600946,9.836459305393518
1996-01-01,4.0,5.258966640351645,2.1743013702972362,8.511519860359904
1996-02-01,7.0,3.7627275051409543,0.7170445473839302,6.95330703393666
1996-03-01,5.0,5.084364943419774,1.7834875448618597,8.236987800321936
1996-04-01,6.0,4.281571847572996,1.056771562293818,7.686462497177823
1996-05-01,5.0,3.9030945538541273,0.9075596725609784,7.168900137484615
1996-06-01,3.0,5.177718973567071,2.032138805912159,8.496677399619182
1996-07-01,6.0,5.007145252268091,2.1436573307599587,8.339431989413256
1996-08-01,6.0,4.8861948815804706,1.657615652353673,7.948141350885049
1996-09-01,6.0,4.616372893348339,1.377722738205304,7.876216164897878
1996-10-01,2.0,5.3566727041028575,2.1976073908694596,8.81751562035781
1996-11-01,4.0,3.9327785727729148,0.8476578551209922,7.089583996919016
1996-12-01,6.0,5.472957874946692,2.341302033407007,8.90818683812414
1997-01-01,4.0,5.302777196494979,2.211476782942258,8.630192490746253
1997-02-01,5.0,4.627472587810188,1.4305232473809701,7.9203785455709745
1997-03-01,3.0,4.704960403434082,1.4903397215064502,7.821396041296086
